Transaction,Date,Item
5176,1/22/2017,Truffles
5176,1/22/2017,Juice
5176,1/22/2017,Bread
5176,1/22/2017,Jammie Dodgers
5176,1/22/2017,Cake
5176,1/22/2017,Medialuna
5177,1/22/2017,Coffee
5177,1/22/2017,Jammie Dodgers
5178,1/22/2017,Bread
5179,1/22/2017,Smoothies
5179,1/22/2017,Tea
5179,1/22/2017,Bread
5179,1/22/2017,Fudge
5180,1/23/2017,Bread
5181,1/23/2017,Bread
5182,1/23/2017,Coffee
5182,1/23/2017,Coffee
5183,1/23/2017,Coffee
5184,1/23/2017,Hot chocolate
5184,1/23/2017,Toast
5185,1/23/2017,Tea
5185,1/23/2017,Hot chocolate
5185,1/23/2017,Sandwich
5187,1/23/2017,Tea
5187,1/23/2017,Coffee
5187,1/23/2017,Hot chocolate
5188,1/23/2017,Cake
5189,1/23/2017,Coffee
5189,1/23/2017,Coffee
5189,1/23/2017,NONE
5189,1/23/2017,Toast
5189,1/23/2017,Extra Salami or Feta
5189,1/23/2017,Cake
5190,1/23/2017,Bread
5190,1/23/2017,Coffee
5190,1/23/2017,Pastry
5191,1/23/2017,Coffee
5191,1/23/2017,Toast
5192,1/23/2017,Sandwich
5192,1/23/2017,Bread
5193,1/23/2017,Coffee
5194,1/23/2017,Sandwich
5194,1/23/2017,Cake
5194,1/23/2017,Hot chocolate
5195,1/23/2017,Farm House
5195,1/23/2017,Pastry
5196,1/23/2017,Coffee
5196,1/23/2017,Soup
5197,1/23/2017,Soup
5197,1/23/2017,Bread
5198,1/23/2017,Tea
5198,1/23/2017,Tea
5199,1/23/2017,Cake
5199,1/23/2017,Frittata
5200,1/23/2017,Tea
5200,1/23/2017,Coffee
5200,1/23/2017,Cake
5201,1/23/2017,Cookies
5201,1/23/2017,Cake
5202,1/23/2017,Tea
5202,1/23/2017,NONE
5202,1/23/2017,Cake
5202,1/23/2017,Cake
5203,1/23/2017,Cake
5204,1/23/2017,Cookies
5205,1/23/2017,Cake
5205,1/23/2017,Cookies
5205,1/23/2017,Sandwich
5205,1/23/2017,Soup
5205,1/23/2017,Coffee
5205,1/23/2017,Tea
5206,1/23/2017,Tea
5206,1/23/2017,Cookies
5207,1/23/2017,Bread
5208,1/23/2017,Sandwich
5208,1/23/2017,Sandwich
5208,1/23/2017,Coke
5208,1/23/2017,Cake
5208,1/23/2017,Crisps
5209,1/23/2017,Coffee
5209,1/23/2017,Soup
5210,1/23/2017,Spanish Brunch
5210,1/23/2017,Tea
5210,1/23/2017,Bread
5210,1/23/2017,Cake
5211,1/23/2017,Coffee
5212,1/23/2017,Bread
5213,1/23/2017,Coffee
5214,1/23/2017,Coffee
5215,1/23/2017,Coffee
5215,1/23/2017,Bread
5216,1/23/2017,Bread
5216,1/23/2017,Coffee
5216,1/23/2017,Cake
5217,1/23/2017,Coffee
5217,1/23/2017,Coffee
5217,1/23/2017,Medialuna
5218,1/23/2017,Cake
5219,1/23/2017,Soup
5219,1/23/2017,Coffee
5219,1/23/2017,Coffee
5219,1/23/2017,Coffee
5219,1/23/2017,Cake
5220,1/23/2017,Alfajores
5220,1/23/2017,Coffee
5221,1/23/2017,Coffee
5221,1/23/2017,Chicken Stew
5221,1/23/2017,Juice
5222,1/23/2017,Coffee
5222,1/23/2017,Hot chocolate
5222,1/23/2017,Cake
5223,1/23/2017,Cookies
5223,1/23/2017,Hot chocolate
5223,1/23/2017,Tea
5223,1/23/2017,Toast
5224,1/23/2017,Coffee
5225,1/23/2017,Hot chocolate
5225,1/23/2017,Coffee
5225,1/23/2017,Coffee
5225,1/23/2017,Cake
5225,1/23/2017,Cookies
5226,1/23/2017,Hot chocolate
5226,1/23/2017,Cake
5227,1/24/2017,Bread
5228,1/24/2017,Bread
5229,1/24/2017,Bread
5230,1/24/2017,Coffee
5230,1/24/2017,Coffee
5230,1/24/2017,Pastry
5231,1/24/2017,Coffee
5232,1/24/2017,Coffee
5232,1/24/2017,Scandinavian
5232,1/24/2017,Focaccia
5233,1/24/2017,Bread
5234,1/24/2017,Coffee
5234,1/24/2017,Coffee
5235,1/24/2017,Coffee
5236,1/24/2017,Coffee
5237,1/24/2017,Coffee
5238,1/24/2017,Bread
5238,1/24/2017,Cookies
5239,1/24/2017,Scandinavian
5240,1/24/2017,Scandinavian
5241,1/24/2017,Scandinavian
5242,1/24/2017,Farm House
5243,1/24/2017,Coffee
5243,1/24/2017,Coffee
5244,1/24/2017,Bread
5245,1/24/2017,Farm House
5247,1/24/2017,Coffee
5247,1/24/2017,Vegan mincepie
5248,1/24/2017,Coffee
5249,1/24/2017,Coffee
5249,1/24/2017,Medialuna
5249,1/24/2017,Bread
5250,1/24/2017,Muffin
5250,1/24/2017,Pastry
5250,1/24/2017,Coffee
5250,1/24/2017,Tea
5251,1/24/2017,Cake
5252,1/24/2017,Chicken Stew
5253,1/24/2017,Tea
5254,1/24/2017,Soup
5255,1/24/2017,Bread
5255,1/24/2017,Coffee
5255,1/24/2017,Salad
5255,1/24/2017,Spanish Brunch
5256,1/24/2017,NONE
5256,1/24/2017,Coke
5257,1/24/2017,Tea
5257,1/24/2017,NONE
5258,1/24/2017,Chicken Stew
5259,1/24/2017,Bread
5260,1/24/2017,Tea
5260,1/24/2017,Coffee
5260,1/24/2017,Soup
5260,1/24/2017,Art Tray
5261,1/24/2017,Bread
5261,1/24/2017,Focaccia
5261,1/24/2017,Medialuna
5261,1/24/2017,Cookies
5261,1/24/2017,Coffee
5262,1/24/2017,Bread
5263,1/24/2017,Soup
5264,1/24/2017,Chicken Stew
5264,1/24/2017,Art Tray
5264,1/24/2017,Pastry
5264,1/24/2017,Truffles
5264,1/24/2017,Coffee
5264,1/24/2017,Coke
5264,1/24/2017,Bread
5265,1/24/2017,Bread
5265,1/24/2017,Focaccia
5267,1/24/2017,Frittata
5267,1/24/2017,Tea
5268,1/24/2017,Coffee
5268,1/24/2017,Chicken Stew
5268,1/24/2017,Art Tray
5269,1/24/2017,Bread
5269,1/24/2017,Scandinavian
5271,1/24/2017,Tea
5271,1/24/2017,Tea
5271,1/24/2017,Spanish Brunch
5271,1/24/2017,Salad
5272,1/24/2017,Cake
5273,1/24/2017,Coffee
5273,1/24/2017,Coffee
5273,1/24/2017,Hot chocolate
5274,1/24/2017,Spanish Brunch
5274,1/24/2017,Juice
5274,1/24/2017,Truffles
5275,1/24/2017,Coffee
5275,1/24/2017,Pastry
5276,1/24/2017,Cake
5277,1/24/2017,Fudge
5277,1/24/2017,Sandwich
5278,1/24/2017,Muffin
5278,1/24/2017,Cookies
5279,1/24/2017,Bread
5279,1/24/2017,Bread
5280,1/24/2017,Coffee
5281,1/24/2017,Coffee
5281,1/24/2017,Cake
5282,1/24/2017,Tea
5282,1/24/2017,Chicken Stew
5283,1/24/2017,Bread
5283,1/24/2017,Coffee
5283,1/24/2017,Cake
5284,1/24/2017,Bread
5284,1/24/2017,Cake
5285,1/24/2017,Bread
5286,1/24/2017,Coffee
5286,1/24/2017,Bread
5287,1/24/2017,Coffee
5287,1/24/2017,Pastry
5288,1/24/2017,Tea
5288,1/24/2017,Cake
5289,1/25/2017,Bread
5290,1/25/2017,Bread
5291,1/25/2017,Coffee
5291,1/25/2017,Toast
5292,1/25/2017,Coffee
5293,1/25/2017,Bread
5293,1/25/2017,Medialuna
5294,1/25/2017,Eggs
5294,1/25/2017,Coffee
5294,1/25/2017,Pastry
5295,1/25/2017,Coffee
5296,1/25/2017,Scandinavian
5296,1/25/2017,Cookies
5297,1/25/2017,Bread
5298,1/25/2017,Bread
5299,1/25/2017,Bread
5300,1/25/2017,Medialuna
5301,1/25/2017,Farm House
5302,1/25/2017,Baguette
5302,1/25/2017,Bread
5303,1/25/2017,Bread
5304,1/25/2017,Baguette
5305,1/25/2017,Soup
5306,1/25/2017,Tea
5307,1/25/2017,Coffee
5307,1/25/2017,Tea
5307,1/25/2017,Cookies
5307,1/25/2017,Pastry
5308,1/25/2017,Bread
5309,1/25/2017,Bread
5310,1/25/2017,Coffee
5310,1/25/2017,Tea
5310,1/25/2017,Sandwich
5310,1/25/2017,Chicken Stew
5311,1/25/2017,Sandwich
5311,1/25/2017,Coffee
5311,1/25/2017,Coke
5312,1/25/2017,Sandwich
5313,1/25/2017,Sandwich
5314,1/25/2017,Coffee
5315,1/25/2017,Bread
5316,1/25/2017,Sandwich
5316,1/25/2017,Tea
5316,1/25/2017,Coffee
5317,1/25/2017,Hot chocolate
5317,1/25/2017,Bread
5318,1/25/2017,Tea
5318,1/25/2017,The Nomad
5318,1/25/2017,Cake
5319,1/25/2017,Bread
5319,1/25/2017,Tea
5319,1/25/2017,Soup
5320,1/25/2017,Tea
5320,1/25/2017,Soup
5320,1/25/2017,Sandwich
5320,1/25/2017,Medialuna
5321,1/25/2017,Coffee
5321,1/25/2017,Tea
5321,1/25/2017,Cake
5322,1/25/2017,Sandwich
5323,1/25/2017,Tea
5324,1/25/2017,Coke
5325,1/25/2017,Bread
5326,1/25/2017,Tea
5327,1/25/2017,Juice
5327,1/25/2017,Cake
5328,1/25/2017,Cake
5328,1/25/2017,Coffee
5329,1/25/2017,Muffin
5336,1/26/2017,Bread
5337,1/26/2017,Bread
5337,1/26/2017,Medialuna
5338,1/26/2017,Tea
5339,1/26/2017,Bread
5339,1/26/2017,Coffee
5340,1/26/2017,Bread
5341,1/26/2017,Farm House
5342,1/26/2017,Bread
5342,1/26/2017,Coffee
5342,1/26/2017,Tea
5342,1/26/2017,Cookies
5342,1/26/2017,Hot chocolate
5343,1/26/2017,Coffee
5344,1/26/2017,Coffee
5345,1/26/2017,Bread
5345,1/26/2017,Muffin
5345,1/26/2017,Coffee
5346,1/26/2017,Muffin
5347,1/26/2017,Cookies
5347,1/26/2017,Juice
5348,1/26/2017,Cookies
5348,1/26/2017,Cookies
5348,1/26/2017,Coffee
5348,1/26/2017,Hot chocolate
5349,1/26/2017,Tea
5349,1/26/2017,Muffin
5349,1/26/2017,Cake
5349,1/26/2017,Juice
5349,1/26/2017,Coffee
5350,1/26/2017,Tea
5350,1/26/2017,Muffin
5350,1/26/2017,Cake
5350,1/26/2017,Juice
5350,1/26/2017,Coffee
5352,1/26/2017,Coffee
5353,1/26/2017,Bread
5353,1/26/2017,Coffee
5353,1/26/2017,Toast
5354,1/26/2017,Coffee
5354,1/26/2017,Hot chocolate
5354,1/26/2017,Art Tray
5354,1/26/2017,Sandwich
5355,1/26/2017,Juice
5355,1/26/2017,Tea
5355,1/26/2017,Muffin
5356,1/26/2017,Coffee
5356,1/26/2017,Coffee
5357,1/26/2017,Coffee
5358,1/26/2017,Coffee
5358,1/26/2017,Coffee
5358,1/26/2017,Cookies
5359,1/26/2017,Bread
5359,1/26/2017,Baguette
5360,1/26/2017,Coffee
5360,1/26/2017,Bread
5361,1/26/2017,Coffee
5362,1/26/2017,Bread
5362,1/26/2017,Spanish Brunch
5363,1/26/2017,Coffee
5363,1/26/2017,Muffin
5364,1/26/2017,Hot chocolate
5364,1/26/2017,Baguette
5365,1/26/2017,Coffee
5365,1/26/2017,Sandwich
5365,1/26/2017,Medialuna
5366,1/26/2017,Bread
5367,1/26/2017,Coffee
5367,1/26/2017,Tea
5367,1/26/2017,Soup
5368,1/26/2017,Bread
5368,1/26/2017,Medialuna
5369,1/26/2017,Chicken Stew
5370,1/26/2017,Spanish Brunch
5370,1/26/2017,Tea
5370,1/26/2017,Coffee
5371,1/26/2017,Coffee
5371,1/26/2017,Soup
5371,1/26/2017,Coffee
5371,1/26/2017,Muffin
5372,1/26/2017,Cake
5372,1/26/2017,Soup
5372,1/26/2017,Tea
5373,1/26/2017,Sandwich
5373,1/26/2017,Bread
5373,1/26/2017,Muffin
5374,1/26/2017,Sandwich
5374,1/26/2017,Coffee
5374,1/26/2017,Bread
5375,1/26/2017,Bread
5375,1/26/2017,Baguette
5376,1/26/2017,Pastry
5376,1/26/2017,Bread
5376,1/26/2017,Jam
5377,1/26/2017,Bread
5378,1/26/2017,Pastry
5379,1/26/2017,Cake
5379,1/26/2017,Cake
5380,1/26/2017,Chicken Stew
5380,1/26/2017,Spanish Brunch
5381,1/26/2017,Bread
5381,1/26/2017,Farm House
5382,1/26/2017,Tea
5382,1/26/2017,Cake
5383,1/26/2017,Tea
5383,1/26/2017,Tea
5383,1/26/2017,Medialuna
5384,1/26/2017,Tea
5384,1/26/2017,Coffee
5384,1/26/2017,Cookies
5385,1/26/2017,Coffee
5385,1/26/2017,Muffin
5386,1/26/2017,Bread
5387,1/27/2017,Pastry
5387,1/27/2017,Hot chocolate
5388,1/27/2017,Bread
5389,1/27/2017,Bread
5390,1/27/2017,Bread
5390,1/27/2017,Cookies
5391,1/27/2017,Coffee
5391,1/27/2017,Toast
5392,1/27/2017,Bread
5392,1/27/2017,Bread
5393,1/27/2017,Coffee
5394,1/27/2017,Coffee
5394,1/27/2017,Juice
5394,1/27/2017,Pastry
5395,1/27/2017,Cookies
5395,1/27/2017,Muffin
5395,1/27/2017,Coffee
5395,1/27/2017,Coffee
5395,1/27/2017,Coffee
5396,1/27/2017,Bread
5396,1/27/2017,Pastry
5397,1/27/2017,Medialuna
5398,1/27/2017,Farm House
5399,1/27/2017,The Nomad
5399,1/27/2017,Spanish Brunch
5399,1/27/2017,Tea
5399,1/27/2017,Bread
5400,1/27/2017,Coffee
5400,1/27/2017,Medialuna
5401,1/27/2017,Farm House
5401,1/27/2017,Scandinavian
5402,1/27/2017,Bread
5403,1/27/2017,Coffee
5404,1/27/2017,Coffee
5405,1/27/2017,Coffee
5405,1/27/2017,Cookies
5405,1/27/2017,Bread
5406,1/27/2017,Coffee
5406,1/27/2017,Coffee
5406,1/27/2017,Juice
5407,1/27/2017,Coffee
5407,1/27/2017,Medialuna
5407,1/27/2017,Bread
5408,1/27/2017,Coffee
5408,1/27/2017,Toast
5409,1/27/2017,Coffee
5409,1/27/2017,Pastry
5409,1/27/2017,Coffee
5410,1/27/2017,Farm House
5411,1/27/2017,Cake
5411,1/27/2017,Muffin
5411,1/27/2017,Bread
5411,1/27/2017,Coffee
5411,1/27/2017,Coffee
5412,1/27/2017,Coffee
5413,1/27/2017,Bread
5414,1/27/2017,Coffee
5414,1/27/2017,Muffin
5415,1/27/2017,Sandwich
5416,1/27/2017,Pastry
5416,1/27/2017,Hot chocolate
5416,1/27/2017,Coffee
5416,1/27/2017,Cake
5417,1/27/2017,Scone
5417,1/27/2017,Coffee
5417,1/27/2017,Bread
5418,1/27/2017,Coffee
5418,1/27/2017,Coffee
5418,1/27/2017,Tea
5418,1/27/2017,Cake
5418,1/27/2017,Medialuna
5419,1/27/2017,Bread
5420,1/27/2017,Bread
5421,1/27/2017,Tea
5421,1/27/2017,Soup
5422,1/27/2017,Coffee
5422,1/27/2017,Coffee
5423,1/27/2017,Coffee
5423,1/27/2017,Sandwich
5424,1/27/2017,Bread
5425,1/27/2017,Truffles
5425,1/27/2017,Soup
5426,1/27/2017,Soup
5426,1/27/2017,Truffles
5427,1/27/2017,Chicken Stew
5427,1/27/2017,Coffee
5428,1/27/2017,Soup
5429,1/27/2017,Soup
5430,1/27/2017,Spanish Brunch
5430,1/27/2017,Truffles
5430,1/27/2017,Juice
5430,1/27/2017,Sandwich
5431,1/27/2017,Cookies
5432,1/27/2017,Bread
5432,1/27/2017,Muffin
5433,1/27/2017,Coffee
5433,1/27/2017,Tea
5433,1/27/2017,Brownie
5434,1/27/2017,Tea
5435,1/27/2017,Coffee
5435,1/27/2017,Tea
5435,1/27/2017,Soup
5435,1/27/2017,Extra Salami or Feta
5436,1/27/2017,Baguette
5437,1/27/2017,Bread
5437,1/27/2017,Muffin
5437,1/27/2017,Tea
5437,1/27/2017,Soup
5438,1/27/2017,Coffee
5438,1/27/2017,Soup
5438,1/27/2017,Sandwich
5440,1/27/2017,Coffee
5441,1/27/2017,Tea
5442,1/27/2017,Tea
5443,1/27/2017,Tea
5444,1/27/2017,Coffee
5444,1/27/2017,Scone
5445,1/27/2017,Cookies
5445,1/27/2017,Muffin
5445,1/27/2017,Coffee
5446,1/27/2017,Bread
5446,1/27/2017,Cookies
5447,1/27/2017,Coffee
5448,1/27/2017,Scone
5448,1/27/2017,Soup
5448,1/27/2017,Hot chocolate
5449,1/27/2017,Scone
5449,1/27/2017,Coffee
5450,1/27/2017,Bread
5451,1/27/2017,Bread
5451,1/27/2017,Cookies
5452,1/27/2017,Cake
5452,1/27/2017,Toast
5452,1/27/2017,Scone
5452,1/27/2017,Juice
5452,1/27/2017,Bread
5453,1/27/2017,Cake
5453,1/27/2017,Hot chocolate
5453,1/27/2017,Tea
5454,1/27/2017,Tea
5454,1/27/2017,Tea
5454,1/27/2017,Soup
5454,1/27/2017,Bakewell
5455,1/27/2017,Coffee
5455,1/27/2017,Coffee
5455,1/27/2017,Coffee
5455,1/27/2017,Bread
5455,1/27/2017,Bakewell
5455,1/27/2017,Brownie
5455,1/27/2017,Cookies
5455,1/27/2017,Cake
5456,1/27/2017,Cake
5456,1/27/2017,Coffee
5457,1/27/2017,Coffee
5457,1/27/2017,Cookies
5457,1/27/2017,Cake
5458,1/27/2017,Tea
5458,1/27/2017,Cookies
5458,1/27/2017,Coffee
5459,1/27/2017,Coffee
5460,1/28/2017,Pastry
5460,1/28/2017,Medialuna
5460,1/28/2017,Coffee
5460,1/28/2017,Juice
5460,1/28/2017,Farm House
5460,1/28/2017,Brownie
5461,1/28/2017,Bread
5462,1/28/2017,Coffee
5462,1/28/2017,Bread
5462,1/28/2017,Pastry
5462,1/28/2017,Alfajores
5463,1/28/2017,Scone
5464,1/28/2017,Scone
5464,1/28/2017,Pastry
5465,1/28/2017,Pastry
5465,1/28/2017,NONE
5465,1/28/2017,Coffee
5465,1/28/2017,Coffee
5466,1/28/2017,Bread
5466,1/28/2017,Eggs
5467,1/28/2017,Coffee
5467,1/28/2017,Toast
5468,1/28/2017,Tea
5468,1/28/2017,NONE
5469,1/28/2017,Bread
5469,1/28/2017,Baguette
5470,1/28/2017,Farm House
5471,1/28/2017,Bread
5471,1/28/2017,Medialuna
5472,1/28/2017,Farm House
5472,1/28/2017,Baguette
5473,1/28/2017,The Nomad
5473,1/28/2017,Tea
5473,1/28/2017,Coffee
5474,1/28/2017,Coffee
5474,1/28/2017,Bakewell
5474,1/28/2017,Pastry
5474,1/28/2017,Juice
5474,1/28/2017,Hot chocolate
5475,1/28/2017,Baguette
5475,1/28/2017,Coffee
5475,1/28/2017,Bakewell
5476,1/28/2017,Bread
5477,1/28/2017,Coffee
5478,1/28/2017,NONE
5478,1/28/2017,Coffee
5478,1/28/2017,Coffee
5478,1/28/2017,Coffee
5478,1/28/2017,Pastry
5479,1/28/2017,Coffee
5479,1/28/2017,Coffee
5479,1/28/2017,Hot chocolate
5479,1/28/2017,Muffin
5480,1/28/2017,Scandinavian
5481,1/28/2017,NONE
5481,1/28/2017,Toast
5481,1/28/2017,Tea
5481,1/28/2017,Coffee
5482,1/28/2017,Bread
5483,1/28/2017,Bread
5484,1/28/2017,Bread
5484,1/28/2017,Medialuna
5485,1/28/2017,Coffee
5485,1/28/2017,Tea
5486,1/28/2017,Coffee
5486,1/28/2017,Cookies
5487,1/28/2017,Frittata
5487,1/28/2017,Pastry
5487,1/28/2017,Vegan mincepie
5488,1/28/2017,Bread
5489,1/28/2017,Coffee
5489,1/28/2017,Muffin
5490,1/28/2017,Medialuna
5491,1/28/2017,Cake
5492,1/28/2017,Coffee
5492,1/28/2017,Brownie
5492,1/28/2017,Bread
5492,1/28/2017,Frittata
5492,1/28/2017,Juice
5492,1/28/2017,Smoothies
5492,1/28/2017,Scone
5493,1/28/2017,Bread
5493,1/28/2017,Coffee
5493,1/28/2017,Bakewell
5494,1/28/2017,Coffee
5494,1/28/2017,Coffee
5495,1/28/2017,Bread
5495,1/28/2017,Focaccia
5496,1/28/2017,NONE
5496,1/28/2017,The Nomad
5496,1/28/2017,Tea
5496,1/28/2017,Coffee
5497,1/28/2017,Bread
5498,1/28/2017,Bread
5498,1/28/2017,Baguette
5499,1/28/2017,Bread
5500,1/28/2017,Tea
5501,1/28/2017,Coffee
5501,1/28/2017,Coffee
5501,1/28/2017,Medialuna
5502,1/28/2017,Juice
5503,1/28/2017,Coffee
5503,1/28/2017,Hot chocolate
5503,1/28/2017,Brownie
5504,1/28/2017,Coffee
5504,1/28/2017,Coffee
5504,1/28/2017,Medialuna
5505,1/28/2017,Coffee
5506,1/28/2017,Brownie
5506,1/28/2017,Bread
5507,1/28/2017,Coffee
5507,1/28/2017,Scone
5508,1/28/2017,Tea
5508,1/28/2017,Hot chocolate
5508,1/28/2017,Scone
5509,1/28/2017,Salad
5509,1/28/2017,Extra Salami or Feta
5509,1/28/2017,Sandwich
5509,1/28/2017,Coffee
5510,1/28/2017,Cake
5510,1/28/2017,Jam
5511,1/28/2017,Hot chocolate
5511,1/28/2017,Bread
5511,1/28/2017,Brownie
5511,1/28/2017,Scone
5512,1/28/2017,Bakewell
5512,1/28/2017,Cake
5512,1/28/2017,Bread
5513,1/28/2017,Coffee
5513,1/28/2017,Bread
5513,1/28/2017,Muffin
5513,1/28/2017,Cake
5514,1/28/2017,Scone
5514,1/28/2017,Hot chocolate
5515,1/28/2017,Bread
5515,1/28/2017,Jam
5515,1/28/2017,Scone
5516,1/28/2017,Hot chocolate
5516,1/28/2017,Scone
5517,1/28/2017,Scandinavian
5518,1/28/2017,Coffee
5519,1/28/2017,Bread
5519,1/28/2017,Coffee
5520,1/28/2017,Coffee
5520,1/28/2017,Bread
5520,1/28/2017,Frittata
5521,1/28/2017,Bread
5521,1/28/2017,Focaccia
5522,1/28/2017,Bread
5522,1/28/2017,Gingerbread syrup
5523,1/28/2017,Coffee
5523,1/28/2017,Bread
5524,1/28/2017,Bread
5525,1/28/2017,Bread
5525,1/28/2017,Tea
5526,1/28/2017,Bread
5527,1/28/2017,Spanish Brunch
5527,1/28/2017,Toast
5527,1/28/2017,Juice
5527,1/28/2017,Coffee
5528,1/28/2017,Bread
5528,1/28/2017,Focaccia
5529,1/28/2017,Coffee
5529,1/28/2017,Bread
5529,1/28/2017,Frittata
5529,1/28/2017,Salad
5529,1/28/2017,Sandwich
5530,1/28/2017,Coffee
5531,1/28/2017,Brownie
5531,1/28/2017,Tea
5532,1/28/2017,Sandwich
5533,1/28/2017,Bread
5534,1/28/2017,Chicken Stew
5534,1/28/2017,Sandwich
5534,1/28/2017,Sandwich
5534,1/28/2017,Tea
5534,1/28/2017,Bread
5535,1/28/2017,Soup
5535,1/28/2017,Sandwich
5535,1/28/2017,Coffee
5536,1/28/2017,Tea
5536,1/28/2017,Bread
5537,1/28/2017,Bread
5538,1/28/2017,Bread
5539,1/28/2017,Valentine's card
5540,1/28/2017,Coffee
5540,1/28/2017,Coffee
5541,1/28/2017,Scandinavian
5541,1/28/2017,Cake
5542,1/28/2017,Focaccia
5543,1/28/2017,Scandinavian
5543,1/28/2017,Bread
5543,1/28/2017,Jam
5543,1/28/2017,Salad
5543,1/28/2017,Extra Salami or Feta
5543,1/28/2017,Frittata
5543,1/28/2017,Mineral water
5544,1/28/2017,Hot chocolate
5544,1/28/2017,NONE
5545,1/28/2017,Cake
5545,1/28/2017,Coke
5546,1/28/2017,Scone
5546,1/28/2017,Tea
5547,1/28/2017,Tea
5547,1/28/2017,Tea
5548,1/28/2017,Cake
5548,1/28/2017,Brownie
5549,1/28/2017,Brownie
5550,1/28/2017,Coffee
5551,1/28/2017,Bread
5552,1/28/2017,Bread
5552,1/28/2017,Coffee
5553,1/28/2017,Coffee
5553,1/28/2017,Tea
5553,1/28/2017,Scone
5554,1/28/2017,Coffee
5554,1/28/2017,Coffee
5555,1/28/2017,Coffee
5556,1/28/2017,Tea
5556,1/28/2017,Muffin
5557,1/28/2017,Hot chocolate
5557,1/28/2017,Tea
5557,1/28/2017,Medialuna
5558,1/28/2017,Coffee
5558,1/28/2017,Hot chocolate
5558,1/28/2017,Bread
5559,1/28/2017,Bread
5560,1/28/2017,Coffee
5560,1/28/2017,Coffee
5560,1/28/2017,Tea
5560,1/28/2017,Bread
5561,1/28/2017,Coffee
5561,1/28/2017,Tea
5562,1/28/2017,Coffee
5562,1/28/2017,Coffee
5562,1/28/2017,Tea
5562,1/28/2017,Juice
5562,1/28/2017,Cake
5562,1/28/2017,Bakewell
5562,1/28/2017,Cookies
5562,1/28/2017,Sandwich
5564,1/28/2017,Coffee
5565,1/28/2017,Coffee
5566,1/29/2017,Bread
5566,1/29/2017,Pastry
5567,1/29/2017,Baguette
5567,1/29/2017,Brownie
5568,1/29/2017,Bread
5569,1/29/2017,Cookies
5569,1/29/2017,Coffee
5569,1/29/2017,Pastry
5569,1/29/2017,Cookies
5570,1/29/2017,Coffee
5571,1/29/2017,Coffee
5571,1/29/2017,Hot chocolate
5571,1/29/2017,Bread
5572,1/29/2017,Coffee
5573,1/29/2017,Coffee
5573,1/29/2017,Pastry
5573,1/29/2017,Coffee
5574,1/29/2017,Tea
5575,1/29/2017,Coffee
5576,1/29/2017,Pastry
5576,1/29/2017,Muffin
5577,1/29/2017,Coffee
5577,1/29/2017,Tea
5577,1/29/2017,Soup
5577,1/29/2017,NONE
5578,1/29/2017,Cookies
5578,1/29/2017,Brownie
5579,1/29/2017,Baguette
5580,1/29/2017,Baguette
5581,1/29/2017,Farm House
5582,1/29/2017,Coffee
5583,1/29/2017,Coffee
5583,1/29/2017,Coffee
5583,1/29/2017,Medialuna
5583,1/29/2017,Cookies
5584,1/29/2017,Farm House
5585,1/29/2017,Coffee
5585,1/29/2017,Granola
5585,1/29/2017,Bread
5586,1/29/2017,Coffee
5586,1/29/2017,NONE
5586,1/29/2017,Spanish Brunch
5587,1/29/2017,Cake
5587,1/29/2017,Bread
5587,1/29/2017,Baguette
5588,1/29/2017,The Nomad
5588,1/29/2017,NONE
5588,1/29/2017,Coffee
5588,1/29/2017,Farm House
5588,1/29/2017,Coffee
5589,1/29/2017,Bread
5589,1/29/2017,Bread
5590,1/29/2017,NONE
5590,1/29/2017,Juice
5591,1/29/2017,NONE
5591,1/29/2017,Spanish Brunch
5591,1/29/2017,Extra Salami or Feta
5591,1/29/2017,Coffee
5592,1/29/2017,Bread
5592,1/29/2017,Granola
5592,1/29/2017,Pastry
5593,1/29/2017,NONE
5593,1/29/2017,Bread
5593,1/29/2017,Coffee
5593,1/29/2017,Pastry
5594,1/29/2017,Bread
5594,1/29/2017,Bread
5595,1/29/2017,Brownie
5596,1/29/2017,NONE
5596,1/29/2017,Spanish Brunch
5596,1/29/2017,Coffee
5596,1/29/2017,Smoothies
5597,1/29/2017,Bread
5597,1/29/2017,Coffee
5597,1/29/2017,Pastry
5597,1/29/2017,Scone
5598,1/29/2017,Hot chocolate
5598,1/29/2017,Coffee
5598,1/29/2017,Sandwich
5598,1/29/2017,Toast
5598,1/29/2017,Cake
5599,1/29/2017,Bread
5600,1/29/2017,Pastry
5600,1/29/2017,Coffee
5600,1/29/2017,Coffee
5600,1/29/2017,Bread
5601,1/29/2017,Hot chocolate
5601,1/29/2017,Tea
5601,1/29/2017,Alfajores
5601,1/29/2017,Medialuna
5601,1/29/2017,Medialuna
5603,1/29/2017,Tea
5603,1/29/2017,Bread
5604,1/29/2017,Sandwich
5604,1/29/2017,NONE
5604,1/29/2017,Juice
5604,1/29/2017,Truffles
5604,1/29/2017,Coffee
5604,1/29/2017,Medialuna
5604,1/29/2017,Scone
5605,1/29/2017,Bread
5605,1/29/2017,Coffee
5605,1/29/2017,Sandwich
5605,1/29/2017,Medialuna
5605,1/29/2017,NONE
5606,1/29/2017,Coffee
5606,1/29/2017,Bread
5606,1/29/2017,Pastry
5606,1/29/2017,Frittata
5607,1/29/2017,Frittata
5607,1/29/2017,Bread
5608,1/29/2017,Coffee
5608,1/29/2017,Soup
5608,1/29/2017,Sandwich
